"","X1","X2"
"1","BRK-B","9.61093004060093e-06"
"2","VNQ","0.107450370403539"
"3","AAPL","0.0297083366110844"
"4","KMI","0.027977337147843"
"5","AMP","0.0275468277965801"
"6","CELG","0.0195846032280089"
"7","BA","0.0189433408462767"
"8","CAS.TO","0.0161243602188116"
"9","GOOGL","0.015884341124353"
"10","GOOG","0.0157317229289736"
"11","XOM","0.0146272491466229"
"12","MSFT","0.0142296385849766"
"13","JNJ","0.0114543971900518"
"14","WFC","0.0113660392874637"
"15","WMT","0.0107997454572402"
"16","GE","0.010349923407701"
"17","JPM","0.00926151469854816"
"18","FB","0.00918520560085847"
"19","PG","0.00916512425936119"
"20","PFE","0.00853457013634642"
"21","VZ","0.00818113852599419"
"22","CVX","0.00792409735482893"
"23","ORCL","0.00771525140325716"
"24","KO","0.00744214515889407"
"25","AMZN","0.0072051853292261"
"26","DIS","0.00718510398772882"
"27","T","0.00710879489003913"
"28","V","0.0069240465482641"
"29","BAC","0.00673929820648907"
"30","MRK","0.00659471254770862"
"31","C","0.00652241971831839"
"32","INTC","0.00644209435232925"
"33","IBM","0.00639389913273576"
"34","GILD","0.00622521586415856"
"35","CMCSA","0.00613284169327105"
"36","HD","0.00607259766877919"
"37","CSCO","0.00601636991258679"
"38","PEP","0.00580752396101502"
"39","EOG","0.00516190490141192"
"40","PM","0.00508459566711273"
"41","AMGN","0.00487976598384042"
"42","CVS","0.00471509898356268"
"43","QCOM","0.00470305017866431"
"44","BMY","0.00442994393430122"
"45","UTX","0.00440986259280394"
"46","UNH","0.00440584632450448"
"47","MO","0.00439781378790556"
"48","SLB","0.00434158603171316"
"49","MMM","0.00426929320232294"
"50","MA","0.00424117932422674"
"51","UNP","0.00416888649483651"
"52","BIIB","0.00399466077600606"
"53","MCD","0.00381031406106097"
"54","ABBV","0.00373396480068829"
"55","UPS","0.00365420171226108"
"56","GS","0.00345170146460245"
"57","NKE","0.00341081585331397"
"58","AXP","0.00331799989291352"
"59","HON","0.00325622968646787"
"60","USB","0.00317803294267744"
"61","COP","0.00316461860655725"
"62","ACT","0.00315453777312561"
"63","MDT","0.00309300854277793"
"64","AIG","0.0030591915636965"
"65","LLY","0.00302272384753743"
"66","FOXA","0.00298870605504103"
"67","LOW","0.0028890222758485"
"68","ABT","0.00287022614020704"
"69","EBAY","0.0028668524748355"
"70","DD","0.00283636899844262"
"71","AGN","0.00283540509405075"
"72","SBUX","0.00282648897842595"
"73","MS","0.00280789365619947"
"74","TWX","0.0027899007742179"
"75","COST","0.00267322818011867"
"76","CL","0.00258860540704911"
"77","PCLN","0.00257768115727458"
"78","F","0.00257229935775331"
"79","LMT","0.00251856168790658"
"80","HPQ","0.00251771827156369"
"81","BLK","0.00247759575125211"
"82","TXN","0.00246783621928443"
"83","ESRX","0.00245522513682414"
"84","DHR","0.00244964252388789"
"85","GM","0.00244414023631763"
"86","MDLZ","0.00241606652090443"
"87","OXY","0.00240060388795152"
"88","SPG","0.00235148492664916"
"89","MET","0.00232116210098826"
"90","ACN","0.00231839087586163"
"91","MON","0.00231116159292261"
"92","DOW","0.00228855000239667"
"93","EMC","0.00222135783374675"
"94","DUK","0.00220316413835021"
"95","MCK","0.00213741782628809"
"96","TMO","0.00208171218497462"
"97","TGT","0.00200817431241156"
"98","FDX","0.00198247019529504"
"99","CAT","0.00196881488307688"
"100","PNC","0.00193560034424037"
"101","TJX","0.00192467609446585"
"102","NEE","0.00182234157819568"
"103","GD","0.00181916872623911"
"104","DTV","0.00178049206251534"
"105","TWC","0.00176647528615023"
"106","BK","0.00175771982125742"
"107","COF","0.00174221702562151"
"108","REGN","0.00172856171340336"
"109","PSX","0.00169257594944022"
"110","APC","0.00168892114528771"
"111","D","0.00168538682918419"
"112","CRM","0.00168064763259083"
"113","LYB","0.00167373965111577"
"114","ADP","0.00165566644376821"
"115","YHOO","0.00165261407986062"
"116","SO","0.00164650935204545"
"117","SWY","0.00159674648962744"
"118","WAG","0.00159674648962744"
"119","CCI","0.00159674648962744"
"120","COV","0.00159674648962744"
"121","WLP","0.00159674648962744"
"122","ALLE","0.00159674648962744"
"123","NU","0.00159674648962744"
"124","EMR","0.00159622567293624"
"125","KMB","0.00159124550024492"
"126","RAI","0.00158369491584194"
"127","AMT","0.00157975897290847"
"128","SCHW","0.00157441733607019"
"129","ADBE","0.00156365373702765"
"130","CTSH","0.0015263024418427"
"131","BAX","0.00150907265083802"
"132","ITW","0.00150079913814114"
"133","ALXN","0.00149605994154778"
"134","KRFT","0.00148750529006994"
"135","ACE","0.00148613975884812"
"136","PX","0.00147939242810504"
"137","PRU","0.00147786624615124"
"138","DAL","0.00146662069491276"
"139","WMB","0.00146131922075748"
"140","HAL","0.00146123889539149"
"141","KR","0.00144919009049312"
"142","AET","0.00142693996411413"
"143","CCL","0.0014167788053165"
"144","SYK","0.00140738073749577"
"145","YUM","0.00140135633504658"
"146","ECL","0.00140019161723974"
"147","TRV","0.0013856928886787"
"148","PSA","0.00136123381473501"
"149","BEN","0.00134934566056861"
"150","CSX","0.00134846208154273"
"151","NSC","0.00134219670299558"
"152","AVGO","0.00134030905689484"
"153","APD","0.00133380270224972"
"154","JCI","0.00133287896054084"
"155","VFC","0.00132307926589016"
"156","RTN","0.00132203503613231"
"157","CME","0.00131420331294836"
"158","NOC","0.00130914281489105"
"159","ETN","0.00129797758901856"
"160","GIS","0.00128685252582906"
"161","PPG","0.00128665171241409"
"162","MU","0.00127813722361924"
"163","CI","0.00126693183506375"
"164","GLW","0.0012599033655397"
"165","EL","0.00125893946114783"
"166","CBS","0.00124223178502209"
"167","STT","0.00124022365087236"
"168","PCP","0.0012362877079389"
"169","DE","0.00123600656915793"
"170","VLO","0.00123351648281227"
"171","MMC","0.00123126737256457"
"172","VRTX","0.00123090590841762"
"173","ADM","0.00120138633641661"
"174","LUV","0.00119728974275117"
"175","AMAT","0.00119668730250625"
"176","TEL","0.00118411638272895"
"177","CAH","0.00117833295637773"
"178","ALL","0.00116443666806161"
"179","BDX","0.00115793031341649"
"180","VIAB","0.00114792980535084"
"181","EXC","0.00113993743143492"
"182","EQR","0.00113776864655321"
"183","NFLX","0.00113391302898573"
"184","MHFI","0.00113009757410125"
"185","AEP","0.00112371170750511"
"186","AON","0.00112343056872415"
"187","MPC","0.00112102080774448"
"188","LB","0.00110668272991541"
"189","AFL","0.00110575898820654"
"190","SHW","0.00109527652794496"
"191","BBT","0.00109515603989597"
"192","BRCM","0.00108885049866582"
"193","INTU","0.00108439244085343"
"194","BHI","0.00108322772304658"
"195","ICE","0.00108053682328595"
"196","SRE","0.00107507469839869"
"197","DFS","0.00106443158740512"
"198","CMI","0.00104286422663704"
"199","GGP","0.00103856681955662"
"200","PCG","0.00103033346954273"
"201","HCN","0.00102627703856028"
"202","DVN","0.00101081440560737"
"203","WM","0.0010068784626739"
"204","CERN","0.000994789495092538"
"205","APA","0.000993102662406766"
"206","LO","0.000988242977764423"
"207","WDC","0.000976595799695997"
"208","VTR","0.000975029455059209"
"209","HUM","0.000970691885295795"
"210","PXD","0.000966113339434414"
"211","SE","0.000964105205284686"
"212","MNST","0.000957679176005554"
"213","IP","0.000946112323303117"
"214","DLPH","0.000935710188407524"
"215","ZTS","0.000935067585479611"
"216","CB","0.000932457011084963"
"217","SYY","0.000930207900837267"
"218","MAR","0.000928280092053528"
"219","K","0.000916833727400075"
"220","ABC","0.000913259248613558"
"221","BSX","0.000906833219334427"
"222","PRGO","0.00090422264493978"
"223","HSY","0.000903740692743845"
"224","AVB","0.000903298903230904"
"225","PPL","0.000895507342729958"
"226","PCAR","0.000893740184678197"
"227","NOV","0.000891691887845473"
"228","STZ","0.000886872365886125"
"229","PLD","0.000881570891730841"
"230","DG","0.000877032508552455"
"231","ROST","0.000869200785368514"
"232","TROW","0.000869040134636535"
"233","FCX","0.000863497684383284"
"234","M","0.000862975569504355"
"235","MYL","0.00086205182779548"
"236","BXP","0.000856750353640196"
"237","STI","0.000855585635833354"
"238","ORLY","0.000849601396067163"
"239","PEG","0.000845103175571771"
"240","HES","0.000841327883370281"
"241","GMCR","0.000835705107751041"
"242","EIX","0.000835263318238101"
"243","CMG","0.000834861691408155"
"244","MJN","0.000833696973601312"
"245","AZO","0.000832933882624416"
"246","VNO","0.00082779305920111"
"247","CTL","0.000824499719195556"
"248","WFM","0.000812973029176113"
"249","ZMH","0.000812089450150233"
"250","HCP","0.000788152491085468"
"251","MCO","0.000781445323025375"
"252","OMC","0.000777951169604847"
"253","FIS","0.000769958795688928"
"254","BF-B","0.000769316192761014"
"255","STX","0.000767629360075242"
"256","LVLT","0.000767308058611286"
"257","STJ","0.000759717311525312"
"258","FISV","0.000748029970773892"
"259","MOS","0.000747588181260951"
"260","DISCA","0.000747226717114"
"261","MRO","0.000740599874419896"
"262","ISRG","0.000736543443437444"
"263","ADI","0.000735659864411564"
"264","ED","0.000733772218310819"
"265","WY","0.000725980657809872"
"266","APH","0.000725940495126877"
"267","TYC","0.00072051853292261"
"268","EA","0.000718831700236838"
"269","IR","0.000714815431937381"
"270","DISCK","0.00071445396779043"
"271","PAYX","0.000713931852911501"
"272","XEL","0.000708309077292261"
"273","SNDK","0.00070742549826638"
"274","GPS","0.000706622244606489"
"275","ADS","0.000706341105825527"
"276","AA","0.000703730531430879"
"277","IVZ","0.000700758492889281"
"278","PH","0.000694011162146193"
"279","HIG","0.000692605468241383"
"280","NBL","0.000678267390412321"
"281","ROP","0.000676098605530614"
"282","SYMC","0.000671158595522282"
"283","NLSN","0.000670034040398434"
"284","WHR","0.000663768661851281"
"285","TSN","0.000663206384289357"
"286","DVA","0.000663045733557379"
"287","SIAL","0.000662202317214493"
"288","DLTR","0.000657463120621133"
"289","MTB","0.000654611570128519"
"290","UA","0.000654491082079535"
"291","NTRS","0.000652683761344779"
"292","GWW","0.000643807808402979"
"293","HST","0.000634048276435298"
"294","FITB","0.000629911520086857"
"295","PGR","0.000625855089104406"
"296","JWN","0.000621999471536927"
"297","ROK","0.000620995404462062"
"298","SWK","0.000615493116891806"
"299","HRL","0.000611878475422295"
"300","DPS","0.000611476848592349"
"301","L","0.00060902692492968"
"302","NUE","0.00060762123102487"
"303","HSP","0.000603725450774397"
"304","LNC","0.000601275527111728"
"305","PFG","0.000598183000521146"
"306","XRX","0.000595451938077515"
"307","CAG","0.000594287220270672"
"308","KSS","0.000591877459290998"
"309","MSI","0.000591074205631107"
"310","EW","0.000588102167089509"
"311","RSG","0.000588021841723519"
"312","FE","0.000586375171720742"
"313","CF","0.000585210453913899"
"314","CPB","0.000580270443905567"
"315","CLX","0.000579748329026638"
"316","GPC","0.000579668003660648"
"317","ESS","0.000579467190245676"
"318","DTE","0.000576856615851028"
"319","ADSK","0.000572599371453604"
"320","CA","0.000569988797058957"
"321","MNK","0.000567739686811261"
"322","BWA","0.000566936433151369"
"323","A","0.000565530739246559"
"324","HOT","0.000562558700704961"
"325","MAC","0.000562438212655977"
"326","WYNN","0.000561554633630097"
"327","BBY","0.000559988288993309"
"328","ETR","0.000555208929716955"
"329","TAP","0.000548903388486807"
"330","KMX","0.000546051837994192"
"331","BBBY","0.000545810861896225"
"332","MHK","0.00054392321579548"
"333","NI","0.000541272478717838"
"334","KORS","0.000535850516513571"
"335","HOG","0.000532798152605984"
"336","LRCX","0.000519423979168791"
"337","RF","0.000518018285263981"
"338","NEM","0.000511913557448807"
"339","KSU","0.000511391442569877"
"340","AME","0.00051062835159298"
"341","BCR","0.000506571920610529"
"342","AKAM","0.00050649159524454"
"343","TRIP","0.000505768666950637"
"344","RHT","0.00049849922132862"
"345","LH","0.000496772225959853"
"346","CFN","0.000495045230591087"
"347","NVDA","0.000494924742542103"
"348","EQT","0.000487574971554096"
"349","TXT","0.000486892205943189"
"350","COL","0.000481309593006943"
"351","KEY","0.000479100645442242"
"352","FAST","0.000478417879831334"
"353","COH","0.00047829739178235"
"354","NTAP","0.000476048281534654"
"355","AMG","0.00047556632933872"
"356","RL","0.000472835266895089"
"357","PNR","0.000472112338601186"
"358","COG","0.000470626319330387"
"359","DOV","0.000470505831281403"
"360","SRCL","0.000467774768837773"
"361","TSCO","0.000467734606154778"
"362","EXPE","0.000466810864445903"
"363","SJM","0.000465887122737028"
"364","LLTC","0.000464401103466229"
"365","CBG","0.000457452959308168"
"366","WEC","0.000455003035645499"
"367","UHS","0.000454521083449564"
"368","EFX","0.000452392461250852"
"369","TIF","0.000452231810518874"
"370","VMC","0.00045070562856508"
"371","TSO","0.000447412288559525"
"372","WYN","0.000444721388798889"
"373","EMN","0.000441548536842318"
"374","ALTR","0.000437572431225855"
"375","XLNX","0.00043753226854286"
"376","PLL","0.00043709047902992"
"377","KIM","0.000435283158295164"
"378","CHRW","0.000434761043416235"
"379","NWL","0.000429098105114001"
"380","SPLS","0.000425282650229516"
"381","CCE","0.000421908984857972"
"382","LLL","0.000421908984857972"
"383","DGX","0.00041978036265926"
"384","MCHP","0.000416165721189748"
"385","CHK","0.000415241979480873"
"386","LEN","0.000414719864601944"
"387","KLAC","0.000412591242403232"
"388","AEE","0.000410623270936498"
"389","WU","0.000408574974103775"
"390","WAT","0.000405442284830198"
"391","CTXS","0.000398413815306148"
"392","NWSA","0.000398373652623153"
"393","DHI","0.000396245030424441"
"394","CSC","0.000395120475300593"
"395","IFF","0.000392750877003913"
"396","CTAS","0.000392670551637924"
"397","BLL","0.000392429575539957"
"398","SEE","0.000391505833831082"
"399","SNI","0.000388493632606489"
"400","XEC","0.000387650216263603"
"401","MLM","0.000385883058211842"
"402","GRMN","0.000384356876258048"
"403","OKE","0.000383433134549173"
"404","HAR","0.000382911019670243"
"405","MKC","0.000382830694304254"
"406","JNPR","0.000382509392840298"
"407","CMS","0.000382107766010352"
"408","VAR","0.000377649708197955"
"409","MAS","0.00037576206209721"
"410","XL","0.000374918645754324"
"411","CAM","0.000374396530875394"
"412","FTI","0.000372147420627698"
"413","EXPD","0.000368572941841181"
"414","IPG","0.000368291803060219"
"415","CNP","0.000362950166221941"
"416","FDO","0.000362026424513066"
"417","AES","0.000359817476948365"
"418","URI","0.000357969993530615"
"419","MAT","0.000356483974259815"
"420","MUR","0.00035415453864613"
"421","HRB","0.00035327095962025"
"422","LUK","0.000352949658156293"
"423","HBAN","0.000351664452300467"
"424","ARG","0.000349897294248706"
"425","PVH","0.000349294854003787"
"426","CINF","0.000346563791560156"
"427","FFIV","0.00034572037521727"
"428","FLR","0.000345037609606363"
"429","NDAQ","0.000344876958874384"
"430","SNA","0.000344154030580482"
"431","MWV","0.00034158361886883"
"432","SWN","0.000341422968136851"
"433","UNM","0.000339896786183057"
"434","NRG","0.000336282144713546"
"435","FMC","0.000334715800076758"
"436","PETM","0.000331181483973235"
"437","RRC","0.000330739694460295"
"438","CMA","0.000328169282748643"
"439","RHI","0.000327928306650675"
"440","PHM","0.000327847981284686"
"441","NAVI","0.000322948133959348"
"442","FLS","0.000320096583466734"
"443","HRS","0.000319293329806842"
"444","DRI","0.000319253167123848"
"445","SCG","0.000318851540293902"
"446","GCI","0.000317686822487059"
"447","FTR","0.000315638525654336"
"448","HAS","0.000312626324429744"
"449","ETFC","0.000309453472473172"
"450","IRM","0.000308610056130286"
"451","PCL","0.000306441271248579"
"452","VRSN","0.000300577519531372"
"453","XRAY","0.000295436696108067"
"454","HP","0.000286359929751294"
"455","GT","0.000285436188042419"
"456","TSS","0.000282865776330766"
"457","PNW","0.00028254447486681"
"458","AN","0.000280817479498043"
"459","POM","0.000276680723149602"
"460","CNX","0.000275395517293776"
"461","TMK","0.000273387383144047"
"462","ADT","0.000267403143377856"
"463","LM","0.000261218090196692"
"464","XYL","0.00026093695141573"
"465","TDC","0.000259169793363969"
"466","LEG","0.000253627343110718"
"467","FSLR","0.000248084892857467"
"468","RIG","0.000238124547474814"
"469","PWR","0.000238084384791819"
"470","AIV","0.000237642595278879"
"471","TEG","0.00023326486283247"
"472","GAS","0.00023185916892766"
"473","JEC","0.000226597857455372"
"474","ZION","0.000222902890619871"
"475","ESV","0.00021876613427143"
"476","PKI","0.000212942545237217"
"477","CVC","0.000205833750347178"
"478","URBN","0.0002056730996152"
"479","PDCO","0.0002004921135089"
"480","HCBK","0.000199648697166014"
"481","R","0.000198443816676177"
"482","THC","0.000193624294716829"
"483","AVY","0.000192499739592981"
"484","DNB","0.000189166236904431"
"485","BMS","0.000187358916169675"
"486","WIN","0.000187198265437697"
"487","TE","0.000182459068844338"
"488","PBCT","0.000182137767380381"
"489","PBI","0.000181214025671506"
"490","FLIR","0.000178041173714935"
"491","NFX","0.000176916618591087"
"492","FOSL","0.000173502790536548"
"493","GME","0.000173101163706603"
"494","AIZ","0.000169285708822118"
"495","DO","0.000166634971744477"
"496","OI","0.000163140818323949"
"497","AVP","0.000158642597828557"
"498","JOY","0.000155108281725035"
"499","NE","0.000154666492212094"
"500","QEP","0.000152658358062366"
"501","GNW","0.000149204367324833"
"502","NBR","0.000147678185371039"
"503","ATI","0.000140368577066027"
"504","DNR","0.000117756986540083"
